COID,CE_ID,Supplier,Address,City,ZIP,Country/Region,Head office,ZIP (head office),Standard,Certificate/Assessment lock date,Lock reason,Certificate/Assessment issue date,Product scopes,Lock history,Next audit to be performed
85066,CEEB5FD8,BANILA UkusNo.1 doo,Kružni Put 29,Leštane,11309,Serbie,,,IFS Food,14.08.2025,"after Integrity on site check performed on 11 August 2025, detected Major NC at requirements 4.10.2, 4.20.2, 5.3.2 and KO at requirements 4.2.1.3 and 4.18.1.
 
 4.2.1.3 Specifications are not documented for all raw materials. E.g. missing for Oregano. On the software system, there are 127 raw materials used, however folder refers only 41 documents in the system. 
 4.10.2 Cleaning activities are not being carried out properly. Long-term dirtiness and ineffective cleaning are observed in production areas:
 1-Interior of knife sterilization unit
 2-shelves of the table used in the preparation unit
 3-Cover of insect trap seen next to the sesame box seen in the cupboard 
 4-Edge of the cupboard where the raw materials kept in the preparation area
 5-Cloth belt after forming in the bakery area
 6-Trays and trolleys used for baking
 7-Cobwebs available on the wall next to the cold room in the production area
 
 4.18.1 During the site tour, it was observed that some packaging materials and semi products do not have identification label to ensure traceability. E.g sugar kept in box labeled different from the product, prepared salad kept in the Inox, PP cups used as primary packaging, baked toast bread in the bakery area, croissant in the deep freeze storage; sesame under the sink.
 4.20.2 Vulnerability assessment is not available for raw materials. It has been established for the final product which is so general. There is risk analysis for raw materials (P-15 rev.1 however it has been established for all the raw materials used in one type of product together. It is not based on the type of raw material or group of raw material. It does not refer specific hazards and risks.
 5.3.2 The company does not perform risk analysis to evaluate cooling duration of the cooked meat. Addition to this, meat and chilled raw materials are processed in the ambient temperature conditions. Processing time is not validated and not controlled by the company.",18.03.2025,"6, 7",Locked: 14.08.2025,
85496,250AD241,ONE NATURE FRUITS S.L.,"BUHONEROS, 36",MIAJADAS - CACERES,10100,Espagne,,,IFS Food,11.08.2025,"Major NC has been detected int he requirement 4.13.1
 
 The pest control plan is ineffective.
 
 Rodents:
 According to the inspection report dated July 15, 2025: rodent consumption was detected indoors (bait no. 18). The corrective action indicated ""replacement of bait due to consumption."" No further actions were indicated. The certificate report indicates that ""placebo block"" is used for rodents. The situation assessment dated July 15, 2025 indicates that, regarding structural and construction elements, ""no additional measures are necessary beyond those already implemented."" And regarding measures to optimize hygienic, sanitary, and environmental conditions, ""no additional measures are necessary, and proper cleaning and waste management must be maintained in the facilities.""
 
 However, during the audit, rodent feces were observed outdoors (in the courtyard) and inside the processing facilities.
 
 Outdoors: Feces were observed in the corner of the courtyard, where unused material had accumulated.
 
 Indoors: During the visit, at least two metal doors were observed that did not fit properly at the bottom, one of them located next to the exterior patio. Near this door that leads to the patio, inside the processing facilities, rodent droppings were observed (on corner pieces stored next to the door and in the corner). Rodent droppings were also observed near the processing faclities entrance door (inside the processing facilities, entrance from offices) and under the staircase, on the wall near the sink next to the side area of calibrator.
 
 Presence of ants: Ants were observed at exit 3, table 5 (central part of the packaging belt) during line startup. Ants were also observed on the ground under the grader and next to the shipping dock.",06.11.2024,5,Locked: 11.08.2025,
85978,24B0ED91,Ango Levante S.L.,Calle Aiguaders N° 11-13,Algemesí (Valencia),46680,Espagne,,,IFS Food,01.08.2025,"After an IFS IOC done on the 29th July 2025, 2 KOs and 1 Major NCs have been raised under the following requirements:
 2.3.9.1 KO failure of CCP checking
 4.12.2 Major: risk of contamination under the products
 4.18.1 KO: packaging traceability not fully guarantee.
 For that reason, the CB has decided to withdrawal the certificate.",28.05.2025,"2, 7",Locked: 01.08.2025,
86615,A04C498F,"Mafresh, S.L. .","C/ Repuntadora, 28",Mataro,8302,Espagne,,,IFS Logistics,08.08.2025,"The auditor access was denied and the unannounced audit scheduled for August 7, 2025 was not performed.",04.09.2024,"2.1.10, 2.1.5, 2.1.8, 2.1.9",Locked: 08.08.2025,
87367,4EEED222,Max Frischgeflügel und Spezialitäten GmbH,Feldweg 28,Apen,26689,Allemagne,,,IFS Food,31.07.2025,Opening of insolvency proceedings and non-entry into the existing contractual relationship acc.to Section 103 of the German Insolvency Code (InsO).,24.01.2025,1,Locked: 31.07.2025,
88761,1BDA7CA3,Natural Agrofoods Europe The Netherlands,Peterselieweg 110,Ridderkerk,2988 DH,Pays-Bas,,,IFS Broker,01.08.2025,General close down of company site,11.11.2024,1.5,Locked: 01.08.2025,
88824,87AFA54B,Vimida OÜ,Lesta 7,Tallinn,13516,Estonie,,,IFS Food,08.08.2025,Certificate is held due to the lack of payment.,30.07.2025,2,Locked: 08.08.2025,
91962,C2DD302D,Test T1,Am Weidendamm 2B,Berlin,10117,Allemagne,,,IFS Food,04.08.2025,xxxxxxxxxxxxxxxxxxx,10.04.2025,6,Locked: 04.08.2025,
324,244A2B47,Rübezahl Schokoladen GmbH,Dieselstraße 9,Dettingen/Teck,73265,Allemagne,,,IFS Food,29.08.2025,"5.1.1. - KO
 Not all relevant areas are covered by the internal audit programme. 
 For example, no internal audit was carried out in chocolate production; only a CCP audit was carried out on the production lines.
 In production, only site inspections are carried out (known as ‘hygiene rounds’ within the company).
 
 5.7.1 – Major
 1. On the third day of the audit, a functional test of the X-ray detector was demonstrated at 8:00 a.m. in the presence of the auditor. The stainless steel (VA) test piece was not detected in two of four runs. After the X-ray machine was readjusted, further tests were carried out with all test specimens. In one test, a bar was not ejected. This was not noticed by any of the company's employees and the bar continued to run on the conveyor belt. 
 2. After the unsuccessful test, the company's blocking procedure was inspected. The last successful X-ray check took place at 7:00 a.m. From 7:00 a.m. to 8:00 a.m., two pallets were scanned in the warehouse one floor below, one of them at 7:07 a.m. Two pallets were still on the production line. 
 The QA employee who was blocking the pallets was asked which pallets she was blocking. 
 The two in production had already been blocked. She stated that the pallet scanned at 7:07 a.m. did not need to be blocked. The journey by lift takes no longer than a few seconds and, under unfavourable condi-tions, the pallet scanned at 7:07 a.m. could contain products that had been checked with the X-ray machine not set correctly.",18.12.2024,6,Locked: 29.08.2025,
582,B09C1585,Fleischwaren Berger GesmbH & Co KG,Koglerstraße 8,Sieghartskirchen,3443,Autriche,,,IFS Food,03.09.2025,"4.5.3 Major:
 For a number of meat products made from broken goods (trimmings and miscuts, slices that are too small or broken), the lists of ingredients do not comply with the requirements of the LMIV (Article 18). 
 Worst-case ingredient lists are provided, which approximately correspond to the ingredients of the products used: Poultry ham trimmings (1973): The package (best before date: 11. Sep. 2025) actually contains chicken ham. The ingredient list includes turkey meat in addition to chicken meat.
 Bruch Diverse Würstel (1994): The package (best before 09.Sep.2025) actually contains a mixture of grilled sausages, veal sausages and chilli sausages. In addition to the ingredients specified in the recipe, in the list of ingredients also includes is missing veal and smoke flavouring. This mixed pack may also contain Käsekrainer sausages. The ingredient cheese is listed with the note ‘May contain traces of milk products’, but the allergen is not declared as an ingredient.
 Bruch Wurstscherzel geräuchert (1992): The package (best before 12. Sep.2025) actually contains Leberkäse. In addition to the ingredients specified in the recipe, the list of ingredients also includes beef, flavour enhancers, pistachios, beetroot concentrate and maltodextrin. The ingredient “smoke” is missing.
 Bruch Wurstscherzel (1996): The package (best before 10. Sep.2025) actually contains spicy sausage. In addition to the ingredients specified in the recipe, the list of ingredients also includes beef, veal, flavour enhancers, E451, E452 and pistachios. 
 Sausage cuts (1999): The package (best before 13 Sep. 2025) actually contains Wellness-Extrawurst sausage. In addition to the ingredients specified in the recipe, the list of ingredients also includes beef, veal, bacon, potato starch, flavour enhancers, sea salt and paprika. 
 Sliced ham, smoked, roasted, seasoned ham (1998): The list of ingredients includes smoke flavouring, which is not contained in oven-baked ham, for example. If smoked ham is packaged under this item, the ingredient smoke is not listed. 
 
 
 4.18.1 KO:
 Traceability is not possible for broken goods (cut-offs and miscuts, slices that are too small or broken):
 Broken goods are collected in boxes and marked with the daily batch number. The products are not marked with the item description or item number. 
 The traceability of packaged broken goods, e.g. cut poultry ham (1973), sliced (best before 11. Sep.2025), is only possible by checking which finished goods were packaged at that time. It is not possible to trace which cuts of finished goods were packaged in the broken goods. 
 
 Due to the lack of product labelling on the boxes containing broken goods, both when the cut is made (e.g. in the slicing department) and after the broken goods have been sorted (on the filling line where the broken items are packaged), traceability is not guaranteed:
 
 The individual broken items are only identified by their appearance, making it easy to mix them up with other meat products. 
 It cannot be ensured that only the meat product intended for the respective item (according to the breakage list dated 7 June 2024) is packaged. There is a risk of products being mixed up. For example, turkey or chicken ham trimmings could be mixed up with other ham from pork and packaged in item 1973 poultry ham trimmings.
 This is handled systematically. Traceability to all items containing broken goods is insufficient.",03.02.2025,"1, 7",Locked: 03.09.2025,
